timestamp;CH4;CO;O3;Gaz Fluorés;Particules;N2O;CFH
2025-09-27T21:44:18.941Z;20.66;44.82;0.23;36.0;30.59;20.48;7.81
2025-09-28T00:44:18.941Z;21.61;8.65;46.38;10.16;32.09;17.88;8.24
2025-09-28T03:44:18.941Z;22.13;27.75;23.9;15.45;20.31;22.01;17.39
2025-09-28T06:44:18.941Z;10.65;9.5;28.15;36.15;8.38;35.39;3.04
2025-09-28T09:44:18.941Z;12.26;13.36;35.43;3.36;8.59;28.0;45.3
2025-09-28T12:44:18.941Z;19.15;39.14;6.08;23.91;15.85;15.37;8.78
2025-09-28T15:44:18.941Z;21.29;11.21;0.21;12.17;14.73;18.05;1.18
2025-09-28T18:44:18.941Z;11.28;49.99;16.73;48.14;38.13;14.06;31.72
2025-09-28T21:44:18.941Z;13.07;34.23;9.06;0.7;40.04;27.05;26.0
2025-09-29T00:44:18.941Z;16.64;48.62;34.93;27.92;38.14;15.56;10.26
2025-09-29T03:44:18.941Z;21.24;27.26;39.01;22.32;0.39;5.1;32.35
2025-09-29T06:44:18.941Z;10.38;33.09;27.82;41.71;35.44;25.08;43.48
2025-09-29T09:44:18.941Z;12.81;14.84;30.82;43.77;0.33;35.36;48.75
2025-09-29T12:44:18.941Z;13.81;3.11;22.08;28.34;40.12;3.71;15.2
2025-09-29T15:44:18.941Z;22.45;24.45;17.34;5.81;40.84;24.18;24.34
2025-09-29T18:44:18.941Z;13.2;12.05;47.22;31.9;45.82;17.22;46.62
2025-09-29T21:44:18.941Z;20.37;46.37;12.21;29.97;43.78;5.75;15.84
2025-09-30T00:44:18.941Z;15.03;42.78;21.88;31.96;26.15;22.32;41.36
2025-09-30T03:44:18.941Z;22.67;17.3;17.6;3.47;40.08;46.1;6.89
2025-09-30T06:44:18.941Z;21.23;31.2;5.85;41.3;3.37;6.19;20.08
2025-09-30T09:44:18.941Z;18.51;48.8;9.41;23.53;44.33;18.17;49.01
2025-09-30T12:44:18.941Z;19.41;25.1;24.94;33.42;38.9;13.03;6.03
2025-09-30T15:44:18.941Z;18.26;38.73;39.06;32.52;13.92;40.84;48.5
2025-09-30T18:44:18.941Z;13.22;3.13;14.41;24.26;4.05;43.52;18.27
2025-09-30T21:44:18.941Z;22.15;6.77;2.63;29.24;3.45;18.41;27.01
2025-10-01T00:44:18.941Z;22.89;8.69;39.61;7.53;36.3;30.18;33.42
2025-10-01T03:44:18.941Z;16.13;28.58;15.47;7.53;21.11;19.1;49.33
2025-10-01T06:44:18.941Z;17.64;40.78;26.67;14.23;25.32;37.16;3.32
2025-10-01T09:44:18.941Z;22.05;3.55;10.37;16.97;34.73;46.75;39.83
2025-10-01T12:44:18.941Z;20.85;44.55;30.48;25.03;30.21;34.45;22.25
2025-10-01T15:44:18.941Z;23.23;14.59;44.83;12.47;34.04;22.29;32.15
2025-10-01T18:44:18.941Z;20.56;6.68;35.75;31.9;30.07;17.03;41.5
2025-10-01T21:44:18.941Z;14.14;41.8;8.86;24.15;39.47;5.4;45.71
2025-10-02T00:44:18.941Z;11.24;19.62;46.46;46.1;22.09;22.23;22.09
2025-10-02T03:44:18.941Z;14.72;3.69;0.55;39.81;18.27;27.99;9.67
2025-10-02T06:44:18.941Z;15.68;22.91;39.81;32.57;34.84;48.36;34.69
2025-10-02T09:44:18.941Z;11.52;49.86;6.68;6.94;14.1;20.89;23.15
2025-10-02T12:44:18.941Z;17.13;24.32;49.01;23.33;15.44;49.22;24.97
2025-10-02T15:44:18.941Z;18.36;39.03;48.39;3.84;33.26;36.1;34.58
2025-10-02T18:44:18.941Z;14.46;18.6;23.38;46.69;13.98;27.86;35.06
2025-10-02T21:44:18.941Z;24.28;24.99;7.08;38.24;27.93;43.28;17.82
2025-10-03T00:44:18.941Z;14.75;34.73;30.81;34.97;12.02;14.9;41.16
2025-10-03T03:44:18.941Z;17.49;36.65;12.63;45.56;10.22;5.08;11.74
2025-10-03T06:44:18.941Z;12.4;21.55;15.91;48.15;34.21;36.56;26.11
2025-10-03T09:44:18.941Z;18.28;22.64;19.22;33.72;34.23;26.9;45.59
2025-10-03T12:44:18.941Z;12.87;17.48;5.33;19.73;26.79;10.5;32.63
2025-10-03T15:44:18.941Z;10.29;25.47;34.44;49.31;13.7;11.31;17.69
2025-10-03T18:44:18.941Z;15.62;18.26;4.48;38.8;16.4;26.48;32.23
2025-10-03T21:44:18.941Z;24.07;20.22;23.94;12.85;46.27;3.78;24.58
2025-10-04T00:44:18.941Z;10.56;45.47;30.72;8.35;49.95;39.89;33.52
2025-10-04T03:44:18.941Z;13.76;13.23;47.97;30.66;21.5;25.09;13.4
2025-10-04T06:44:18.941Z;20.12;44.42;34.77;32.01;47.84;31.32;24.7
2025-10-04T09:44:18.941Z;24.13;25.77;28.85;38.08;11.61;12.88;20.95
2025-10-04T12:44:18.941Z;21.54;16.44;41.64;14.04;40.55;16.37;46.07
2025-10-04T15:44:18.941Z;22.58;4.11;35.75;21.61;13.9;8.59;15.54
2025-10-04T18:44:18.941Z;18.54;39.3;24.57;23.4;15.69;15.8;6.45
2025-10-04T21:44:18.941Z;23.51;14.6;4.38;22.72;33.76;27.07;15.53
2025-10-05T00:44:18.941Z;18.96;4.71;48.02;15.29;1.04;18.48;26.5
2025-10-05T03:44:18.941Z;24.29;12.96;42.51;46.2;18.84;18.53;45.06
2025-10-05T06:44:18.941Z;23.26;8.21;6.15;7.97;33.28;34.46;0.76
2025-10-05T09:44:18.941Z;19.55;44.83;16.47;18.67;47.28;22.03;43.47
2025-10-05T12:44:18.941Z;20.06;25.54;29.92;46.25;44.36;3.92;21.37
2025-10-05T15:44:18.941Z;22.01;47.02;20.09;15.69;43.03;6.36;29.25
2025-10-05T18:44:18.941Z;21.36;46.08;36.34;42.48;28.54;29.68;1.11
2025-10-05T21:44:18.941Z;23.82;34.43;49.24;8.8;47.29;31.28;10.05
2025-10-06T00:44:18.941Z;17.68;4.62;42.69;31.75;35.03;48.57;2.46
2025-10-06T03:44:18.941Z;13.8;38.01;3.16;31.47;3.66;22.3;9.39
2025-10-06T06:44:18.941Z;13.75;5.07;44.31;0.61;48.99;38.97;3.97
2025-10-06T09:44:18.941Z;23.41;23.41;16.36;21.92;1.57;47.0;48.2
2025-10-06T12:44:18.941Z;20.08;13.34;27.27;21.46;28.47;12.03;30.21
2025-10-06T15:44:18.941Z;19.14;2.56;31.21;4.59;29.78;10.56;17.94
2025-10-06T18:44:18.941Z;20.39;15.56;46.57;47.73;26.86;44.68;7.55
2025-10-06T21:44:18.941Z;21.38;9.74;33.89;17.58;34.86;4.55;39.83
2025-10-07T00:44:18.941Z;23.01;23.0;27.83;34.97;10.79;44.45;20.2
2025-10-07T03:44:18.941Z;14.98;30.49;38.39;12.85;7.54;9.15;27.53
2025-10-07T06:44:18.941Z;19.98;22.51;0.05;46.81;29.69;24.7;39.58
2025-10-07T09:44:18.941Z;21.12;36.13;14.44;38.72;24.91;0.1;32.5
2025-10-07T12:44:18.941Z;13.1;27.6;24.76;21.37;2.6;30.26;1.05
2025-10-07T15:44:18.941Z;14.17;41.15;11.01;29.43;46.5;31.38;8.35
2025-10-07T18:44:18.941Z;16.38;43.56;14.55;25.78;5.51;8.68;43.82
2025-10-07T21:44:18.941Z;15.18;32.68;39.05;23.89;1.07;2.1;5.33
2025-10-08T00:44:18.941Z;10.78;39.71;45.74;0.57;17.85;39.67;23.91
2025-10-08T03:44:18.941Z;20.76;48.78;24.48;7.21;2.2;15.8;44.62
2025-10-08T06:44:18.941Z;20.36;14.23;15.93;36.79;19.36;35.17;44.44
2025-10-08T09:44:18.941Z;16.46;34.89;3.84;11.11;42.9;44.66;2.38
2025-10-08T12:44:18.941Z;13.51;3.9;4.14;28.25;5.29;32.63;6.93
2025-10-08T15:44:18.941Z;19.12;23.79;21.97;12.31;2.52;8.35;15.49
2025-10-08T18:44:18.941Z;14.6;24.43;24.83;22.28;21.14;9.37;20.09
2025-10-08T21:44:18.941Z;12.09;14.81;1.54;48.85;14.3;16.92;25.14
2025-10-09T00:44:18.941Z;19.12;43.94;45.44;33.93;36.65;48.83;20.43
2025-10-09T03:44:18.941Z;20.21;34.81;10.09;19.87;18.65;3.66;48.0
2025-10-09T06:44:18.941Z;21.65;13.16;19.15;43.91;41.98;20.49;32.17
2025-10-09T09:44:18.941Z;24.07;24.74;45.54;41.47;4.53;4.55;47.15
2025-10-09T12:44:18.941Z;16.01;28.0;49.17;43.96;39.63;38.26;6.89
2025-10-09T15:44:18.941Z;17.45;35.58;1.52;26.94;29.61;41.11;3.28
2025-10-09T18:44:18.941Z;17.68;17.32;42.07;17.66;44.64;18.66;8.9
2025-10-09T21:44:18.941Z;21.12;36.55;34.83;25.88;33.15;38.22;24.02
2025-10-10T00:44:18.941Z;19.72;39.29;40.6;49.66;46.16;4.44;47.24
2025-10-10T03:44:18.941Z;16.26;42.69;2.67;16.12;34.54;46.85;24.27
2025-10-10T06:44:18.941Z;16.32;12.75;39.09;27.6;43.11;23.12;32.29
2025-10-10T09:44:18.941Z;22.54;35.78;10.68;12.98;10.48;2.77;32.56
2025-10-10T12:44:18.941Z;10.75;27.89;40.47;47.22;16.89;16.67;42.13
2025-10-10T15:44:18.941Z;15.31;32.93;4.1;24.44;16.41;2.91;1.32
2025-10-10T18:44:18.941Z;10.95;43.59;29.5;8.25;2.23;4.8;1.49
2025-10-10T21:44:18.941Z;18.16;42.81;42.08;35.54;47.21;42.75;36.74
2025-10-11T00:44:18.941Z;12.02;7.56;44.41;44.95;21.23;1.07;36.61
2025-10-11T03:44:18.941Z;17.31;30.97;13.84;37.99;19.4;41.52;10.67
2025-10-11T06:44:18.941Z;12.42;17.96;16.24;19.46;24.9;10.91;44.24
2025-10-11T09:44:18.941Z;12.47;44.42;42.61;24.43;18.96;15.48;40.33
2025-10-11T12:44:18.941Z;11.41;38.91;35.58;14.32;23.68;14.34;9.58
2025-10-11T15:44:18.941Z;21.16;16.86;2.03;0.5;27.81;19.04;22.15
2025-10-11T18:44:18.941Z;19.07;27.19;20.15;19.15;11.75;25.24;47.05
2025-10-11T21:44:18.941Z;14.6;18.04;33.85;21.28;29.42;34.84;27.16
2025-10-12T00:44:18.941Z;23.17;28.94;46.83;12.12;15.58;43.26;21.16
2025-10-12T03:44:18.941Z;19.31;2.25;0.51;16.09;47.32;47.97;13.76
2025-10-12T06:44:18.941Z;11.78;20.0;44.26;31.94;44.5;18.81;3.29
2025-10-12T09:44:18.941Z;10.39;26.66;27.48;28.43;31.74;2.42;27.02
2025-10-12T12:44:18.941Z;24.21;15.87;26.65;2.14;0.64;36.93;8.75
2025-10-12T15:44:18.941Z;22.3;27.23;31.34;14.89;29.77;18.31;22.05
2025-10-12T18:44:18.941Z;10.53;44.29;4.0;41.27;44.55;0.88;5.27
2025-10-12T21:44:18.941Z;16.56;47.86;7.67;47.88;32.52;42.93;2.24
2025-10-13T00:44:18.941Z;23.32;8.46;38.53;42.43;12.04;46.94;34.76
2025-10-13T03:44:18.941Z;22.6;40.22;31.54;19.96;1.0;0.8;5.19
2025-10-13T06:44:18.941Z;13.62;23.93;15.55;39.75;42.93;6.6;29.5
2025-10-13T09:44:18.941Z;17.14;2.17;40.41;8.37;15.99;12.01;20.22
2025-10-13T12:44:18.941Z;22.72;6.47;15.02;34.93;32.14;19.81;45.79
2025-10-13T15:44:18.941Z;14.76;15.11;14.31;40.02;22.83;19.38;47.27
2025-10-13T18:44:18.941Z;18.69;32.66;7.41;7.83;17.0;4.56;16.51
2025-10-13T21:44:18.941Z;13.24;21.27;37.5;20.04;5.29;7.39;20.28
2025-10-14T00:44:18.941Z;23.53;20.32;47.57;21.88;7.09;44.04;38.99
2025-10-14T03:44:18.941Z;19.38;33.1;3.71;39.87;6.21;27.81;17.81
2025-10-14T06:44:18.941Z;21.89;43.99;20.78;42.11;44.28;19.45;35.24
2025-10-14T09:44:18.941Z;12.41;36.27;23.78;42.25;5.98;41.65;20.69
2025-10-14T12:44:18.941Z;13.08;29.74;32.23;46.47;37.2;8.83;21.25
2025-10-14T15:44:18.941Z;10.48;23.76;27.88;34.07;26.06;27.56;3.51
2025-10-14T18:44:18.941Z;13.33;21.78;43.27;24.67;42.8;36.57;7.81
2025-10-14T21:44:18.941Z;22.66;45.01;24.63;35.12;44.67;15.74;18.83
2025-10-15T00:44:18.941Z;17.04;43.69;32.89;43.27;36.11;42.8;23.64
2025-10-15T03:44:18.941Z;16.15;24.8;24.62;36.39;20.67;14.63;21.76
2025-10-15T06:44:18.941Z;14.3;1.74;9.28;10.44;28.85;44.51;21.51
2025-10-15T09:44:18.941Z;23.65;37.62;41.69;31.16;41.09;33.05;3.41
2025-10-15T12:44:18.941Z;20.6;16.48;27.92;30.09;8.15;25.01;7.62
2025-10-15T15:44:18.941Z;10.23;31.35;31.02;24.84;45.56;22.24;26.12
2025-10-15T18:44:18.941Z;14.24;28.77;43.68;32.14;28.67;8.4;40.53
2025-10-15T21:44:18.941Z;23.33;29.39;29.59;32.03;31.38;36.48;13.2
2025-10-16T00:44:18.941Z;15.61;26.56;16.84;26.83;6.49;25.53;3.24
2025-10-16T03:44:18.941Z;20.85;26.71;29.29;3.36;15.22;13.18;29.88
2025-10-16T06:44:18.941Z;13.56;43.83;36.48;2.21;37.46;18.99;27.59
2025-10-16T09:44:18.941Z;22.29;33.37;6.96;44.37;6.31;7.32;1.87
2025-10-16T12:44:18.941Z;16.76;47.96;45.17;7.27;27.84;20.81;16.53
2025-10-16T15:44:18.941Z;10.97;26.63;43.04;24.9;48.3;0.16;14.83
2025-10-16T18:44:18.941Z;19.61;13.29;44.26;10.16;49.39;25.47;6.1
2025-10-16T21:44:18.941Z;18.53;44.79;49.69;45.53;38.4;25.62;30.94
2025-10-17T00:44:18.941Z;19.3;23.02;36.43;15.19;46.37;43.42;3.41
2025-10-17T03:44:18.941Z;14.22;33.16;37.72;2.63;34.45;5.68;10.01
2025-10-17T06:44:18.941Z;17.04;26.55;17.52;43.44;0.04;12.23;8.83
2025-10-17T09:44:18.941Z;19.69;14.82;9.98;46.29;38.08;2.86;41.09
2025-10-17T12:44:18.941Z;19.42;24.54;6.15;44.0;44.43;14.47;21.45
2025-10-17T15:44:18.941Z;23.02;31.01;19.02;29.37;48.97;47.3;47.5
2025-10-17T18:44:18.941Z;18.24;26.84;24.61;46.92;32.22;9.05;12.29
2025-10-17T21:44:18.941Z;18.47;48.49;21.89;6.07;8.79;47.21;34.43
2025-10-18T00:44:18.941Z;14.99;29.2;44.68;10.35;21.07;16.01;20.52
2025-10-18T03:44:18.941Z;24.21;4.48;32.84;7.59;37.23;22.32;37.72
2025-10-18T06:44:18.941Z;11.13;36.63;12.99;3.79;6.28;33.05;2.74
2025-10-18T09:44:18.941Z;19.66;14.67;22.81;11.85;30.68;0.79;11.36
2025-10-18T12:44:18.941Z;17.77;49.95;11.13;10.68;11.54;31.1;42.75
2025-10-18T15:44:18.941Z;22.84;26.32;22.15;31.21;46.2;15.05;35.91
2025-10-18T18:44:18.941Z;16.25;40.22;44.71;17.45;24.78;18.57;19.93
2025-10-18T21:44:18.941Z;22.91;30.5;15.96;45.96;49.83;31.11;20.98
2025-10-19T00:44:18.941Z;16.62;22.47;31.94;41.94;22.15;14.26;34.58
2025-10-19T03:44:18.941Z;13.91;29.17;31.47;22.18;2.12;23.01;41.43
2025-10-19T06:44:18.941Z;16.32;37.79;27.21;8.06;26.77;27.06;44.53
2025-10-19T09:44:18.941Z;11.4;10.21;30.5;33.34;18.23;47.66;12.35
2025-10-19T12:44:18.941Z;14.94;29.46;3.41;5.05;5.85;39.53;8.79
2025-10-19T15:44:18.941Z;11.53;48.11;44.64;47.05;17.85;14.93;41.11
2025-10-19T18:44:18.941Z;16.81;36.69;13.66;1.38;5.76;3.47;19.71
2025-10-19T21:44:18.941Z;10.71;25.81;4.15;0.01;5.56;11.3;49.0
2025-10-20T00:44:18.941Z;13.48;14.48;35.59;1.54;40.17;46.49;45.63
2025-10-20T03:44:18.941Z;19.23;35.36;33.22;27.65;39.68;22.62;44.22
2025-10-20T06:44:18.941Z;12.5;4.62;15.78;48.27;38.95;11.02;26.54
2025-10-20T09:44:18.941Z;18.34;14.34;2.17;29.0;8.49;4.2;3.88
2025-10-20T12:44:18.941Z;12.68;31.3;15.53;29.76;12.2;7.85;31.05
2025-10-20T15:44:18.941Z;20.96;38.3;16.62;20.84;38.53;12.97;49.06
2025-10-20T18:44:18.941Z;24.51;27.29;41.3;22.65;44.36;7.56;25.34
2025-10-20T21:44:18.941Z;24.79;4.92;45.83;39.51;38.84;29.24;36.96
2025-10-21T00:44:18.941Z;23.14;12.41;5.24;17.53;16.34;2.3;31.18
2025-10-21T03:44:18.941Z;11.99;38.76;33.08;19.76;18.7;37.96;31.88
2025-10-21T06:44:18.941Z;15.36;49.98;5.2;3.66;21.88;32.4;14.59
2025-10-21T09:44:18.941Z;23.99;12.04;44.27;33.76;30.85;2.19;2.34
2025-10-21T12:44:18.941Z;14.82;31.4;49.93;31.78;49.19;34.2;38.1
2025-10-21T15:44:18.941Z;10.04;43.6;3.72;46.53;30.64;24.84;23.44
2025-10-21T18:44:18.941Z;15.55;24.95;14.14;2.92;37.14;46.83;23.26
2025-10-21T21:44:18.941Z;24.19;17.53;36.4;40.16;7.78;8.21;37.75
2025-10-22T00:44:18.941Z;15.65;16.89;20.48;20.64;44.38;45.79;27.07
2025-10-22T03:44:18.941Z;20.13;13.63;34.88;18.31;0.34;47.85;35.7
2025-10-22T06:44:18.941Z;23.37;6.53;23.42;37.79;45.86;9.45;15.91
2025-10-22T09:44:18.941Z;20.13;40.61;23.57;45.71;49.0;5.79;29.46
2025-10-22T12:44:18.941Z;17.97;9.86;31.37;43.45;15.55;37.44;40.3
2025-10-22T15:44:18.941Z;10.86;37.18;35.05;24.47;40.43;19.61;9.0
2025-10-22T18:44:18.941Z;10.92;1.04;34.66;23.7;27.07;21.25;2.16
2025-10-22T21:44:18.941Z;14.78;27.07;15.29;11.84;3.18;38.81;2.59
2025-10-23T00:44:18.941Z;11.0;48.79;40.9;40.38;20.94;35.95;38.55
2025-10-23T03:44:18.941Z;20.46;2.84;20.91;10.59;32.75;5.46;49.11
2025-10-23T06:44:18.941Z;20.43;26.23;6.48;34.14;43.29;16.93;41.45
2025-10-23T09:44:18.941Z;20.46;41.76;31.23;18.68;4.46;16.88;28.05
2025-10-23T12:44:18.941Z;17.8;14.59;45.58;40.23;44.32;23.64;27.78
2025-10-23T15:44:18.941Z;11.4;11.42;35.86;11.18;49.81;20.34;9.26
2025-10-23T18:44:18.941Z;15.95;45.88;12.0;16.86;5.44;8.66;2.21
2025-10-23T21:44:18.941Z;22.94;27.72;11.27;11.3;45.59;7.42;40.77
2025-10-24T00:44:18.941Z;24.43;37.89;16.8;13.63;30.54;43.89;14.56
2025-10-24T03:44:18.941Z;20.89;36.88;32.98;26.31;28.98;23.54;17.75
2025-10-24T06:44:18.941Z;21.53;32.52;1.41;44.62;28.88;4.63;16.46
2025-10-24T09:44:18.941Z;10.89;18.81;7.86;13.45;19.67;2.26;3.14
2025-10-24T12:44:18.941Z;22.48;37.34;5.11;32.43;24.43;13.99;39.99
2025-10-24T15:44:18.941Z;21.38;4.42;45.79;8.38;19.61;19.17;33.14
2025-10-24T18:44:18.941Z;15.76;31.0;29.84;43.97;46.89;33.39;39.56
2025-10-24T21:44:18.941Z;12.32;30.42;9.26;15.2;45.92;15.41;29.91
2025-10-25T00:44:18.941Z;10.43;37.74;37.14;19.97;27.64;1.17;3.07
2025-10-25T03:44:18.941Z;19.39;42.07;10.36;2.28;49.26;20.3;24.65
2025-10-25T06:44:18.941Z;10.99;43.18;13.27;5.99;11.03;17.46;30.46
2025-10-25T09:44:18.941Z;12.17;1.52;33.13;45.22;21.14;32.66;26.96
2025-10-25T12:44:18.941Z;20.26;6.23;34.11;3.55;4.14;28.48;39.91
2025-10-25T15:44:18.941Z;14.8;14.08;5.73;41.53;5.01;15.79;16.15
2025-10-25T18:44:18.941Z;10.12;48.02;42.44;20.75;39.92;16.15;39.85
2025-10-25T21:44:18.941Z;12.31;26.86;34.21;32.93;8.47;9.78;42.68
2025-10-26T00:44:18.941Z;15.29;15.47;29.59;28.33;24.14;4.4;25.33
2025-10-26T03:44:18.941Z;13.79;23.18;3.26;43.24;26.51;41.11;49.2
2025-10-26T06:44:18.941Z;19.81;11.71;42.75;38.32;16.24;15.35;19.03
2025-10-26T09:44:18.941Z;14.89;43.27;1.34;10.48;42.55;49.53;7.21
2025-10-26T12:44:18.941Z;21.93;0.53;24.66;11.55;25.99;34.51;49.24
2025-10-26T15:44:18.941Z;19.77;41.98;17.48;13.14;33.09;22.89;23.52
2025-10-26T18:44:18.941Z;21.92;45.88;39.69;44.86;2.7;29.52;23.48
2025-10-26T21:44:18.941Z;15.51;37.91;10.69;3.21;7.11;6.42;17.42
2025-10-27T00:44:18.941Z;19.78;15.43;31.22;38.56;49.46;41.52;25.61
2025-10-27T03:44:18.941Z;17.63;20.42;6.53;27.23;27.48;45.27;15.74
2025-10-27T06:44:18.941Z;19.35;20.96;22.93;17.47;35.37;16.83;27.64
2025-10-27T09:44:18.941Z;11.09;47.1;49.6;29.15;2.17;48.2;41.84
2025-10-27T12:44:18.941Z;18.91;43.1;3.14;31.26;23.83;14.4;11.83
2025-10-27T15:44:18.941Z;14.91;45.55;39.76;13.2;20.38;23.77;37.44
2025-10-27T18:44:18.941Z;22.9;48.59;19.07;34.45;22.66;38.61;2.67
2025-10-27T21:44:18.941Z;15.75;12.28;1.91;47.47;17.53;25.35;14.96
2025-10-28T00:44:18.941Z;16.9;30.47;15.91;37.1;7.8;44.2;40.44
2025-10-28T03:44:18.941Z;17.23;24.07;40.35;47.0;30.76;1.32;20.74
2025-10-28T06:44:18.941Z;20.66;0.17;7.83;22.5;29.71;29.49;42.14
2025-10-28T09:44:18.941Z;21.41;18.97;33.63;1.92;25.33;29.76;12.53
2025-10-28T12:44:18.941Z;11.68;34.53;21.29;46.28;19.97;8.52;39.04
2025-10-28T15:44:18.941Z;17.27;38.79;31.77;41.23;18.01;15.92;27.12
2025-10-28T18:44:18.941Z;20.12;7.08;35.98;36.81;29.82;19.8;49.55
2025-10-28T21:44:18.941Z;21.42;5.0;12.0;14.61;47.3;27.46;4.08
2025-10-29T00:44:18.941Z;19.41;2.9;6.07;11.15;1.84;20.22;11.32
2025-10-29T03:44:18.941Z;13.47;12.19;47.78;4.09;29.46;21.1;2.75
2025-10-29T06:44:18.941Z;14.37;12.68;26.19;11.35;3.49;9.51;42.48
2025-10-29T09:44:18.941Z;16.53;10.36;46.56;16.1;18.84;28.28;29.25
2025-10-29T12:44:18.941Z;18.49;13.76;26.58;0.3;40.74;38.67;12.78
2025-10-29T15:44:18.941Z;21.9;22.42;0.33;32.29;12.0;32.62;36.03
2025-10-29T18:44:18.941Z;13.31;49.93;14.32;30.35;10.41;41.36;24.79
2025-10-29T21:44:18.941Z;20.3;14.98;22.57;22.71;37.12;23.38;1.66
2025-10-30T00:44:18.941Z;17.47;47.85;1.26;36.4;39.93;28.82;3.43
2025-10-30T03:44:18.941Z;18.81;14.34;16.45;42.6;8.99;8.38;21.34
2025-10-30T06:44:18.941Z;16.88;48.54;1.54;35.07;19.02;27.29;15.81
2025-10-30T09:44:18.941Z;24.15;28.81;31.65;3.04;43.01;28.2;14.8
2025-10-30T12:44:18.941Z;12.47;35.71;2.11;9.31;34.88;4.48;15.06
2025-10-30T15:44:18.941Z;17.65;28.48;39.71;24.5;25.01;28.35;12.83
2025-10-30T18:44:18.941Z;14.95;48.11;3.51;4.3;21.46;27.8;41.2
2025-10-30T21:44:18.941Z;23.69;25.85;9.06;34.03;23.13;12.07;16.02
2025-10-31T00:44:18.941Z;11.03;42.57;10.87;42.75;22.87;42.25;12.77
2025-10-31T03:44:18.941Z;20.85;25.5;27.74;28.57;14.49;2.21;21.45
2025-10-31T06:44:18.941Z;24.96;47.31;27.05;32.06;32.47;3.51;36.87
2025-10-31T09:44:18.941Z;13.82;41.47;27.15;26.69;22.84;15.46;18.39
2025-10-31T12:44:18.941Z;13.67;29.53;16.35;20.61;38.89;8.3;9.83
2025-10-31T15:44:18.941Z;23.49;48.92;33.86;29.41;35.42;25.86;49.74
2025-10-31T18:44:18.941Z;14.59;0.42;30.79;41.58;25.75;44.26;22.84
2025-10-31T21:44:18.941Z;19.49;42.94;41.77;44.39;2.81;24.75;44.3
2025-11-01T00:44:18.941Z;18.11;42.63;31.46;33.52;49.1;25.5;4.66
2025-11-01T03:44:18.941Z;19.36;0.73;25.3;32.83;15.26;37.77;40.4
2025-11-01T06:44:18.941Z;17.26;17.4;18.23;44.04;35.19;28.52;44.41
2025-11-01T09:44:18.941Z;19.23;0.1;26.33;32.87;33.54;15.36;10.22
2025-11-01T12:44:18.941Z;19.17;10.79;7.75;48.99;31.93;9.08;41.46
2025-11-01T15:44:18.941Z;10.23;16.59;36.68;1.13;29.18;17.01;24.32
2025-11-01T18:44:18.941Z;22.84;36.46;37.43;11.9;5.9;42.54;8.4
2025-11-01T21:44:18.941Z;21.7;29.79;28.83;35.32;11.58;33.12;2.56
2025-11-02T00:44:18.941Z;14.72;4.01;7.76;5.93;40.54;36.63;49.09
2025-11-02T03:44:18.941Z;13.27;16.88;12.05;23.2;9.77;9.62;0.69
2025-11-02T06:44:18.941Z;23.23;11.63;29.27;33.33;39.93;37.08;36.22
2025-11-02T09:44:18.941Z;14.85;39.12;15.59;40.94;23.52;31.59;13.36
2025-11-02T12:44:18.941Z;23.76;25.78;49.03;11.15;33.56;18.09;21.52
2025-11-02T15:44:18.941Z;22.69;39.69;16.55;44.47;3.89;23.53;13.85
2025-11-02T18:44:18.941Z;13.27;11.84;0.99;11.86;9.49;39.8;7.19
2025-11-02T21:44:18.941Z;20.76;5.6;5.76;10.57;16.42;29.72;37.25
2025-11-03T00:44:18.941Z;13.66;1.51;14.5;32.47;25.87;18.66;35.65
2025-11-03T03:44:18.941Z;11.84;26.95;49.08;35.5;29.53;6.64;17.83
2025-11-03T06:44:18.941Z;16.21;12.71;6.83;30.44;25.03;43.19;38.85
2025-11-03T09:44:18.941Z;16.78;4.11;1.22;8.03;46.18;49.56;7.12
2025-11-03T12:44:18.941Z;18.89;32.16;35.32;23.53;20.37;44.03;18.49
2025-11-03T15:44:18.941Z;19.68;4.98;0.99;43.73;4.89;18.86;45.25
2025-11-03T18:44:18.941Z;24.79;32.37;49.65;34.2;5.87;24.16;0.61
2025-11-03T21:44:18.941Z;17.18;32.53;43.69;6.04;4.07;44.5;31.32
2025-11-04T00:44:18.941Z;18.02;7.05;46.54;41.06;36.7;19.24;4.12
2025-11-04T03:44:18.941Z;22.88;16.49;46.76;5.82;9.33;29.18;4.18
2025-11-04T06:44:18.941Z;23.54;18.65;15.1;43.76;6.16;16.3;40.8
2025-11-04T09:44:18.941Z;22.15;9.92;35.73;2.49;33.74;23.93;24.15
2025-11-04T12:44:18.941Z;22.54;47.12;33.03;17.95;10.57;30.64;49.93
2025-11-04T15:44:18.941Z;21.91;43.04;17.39;15.24;31.51;47.1;24.08
2025-11-04T18:44:18.941Z;21.82;19.96;6.26;3.98;4.94;1.45;29.53
2025-11-04T21:44:18.941Z;17.77;40.69;36.31;13.73;27.61;19.31;2.73
2025-11-05T00:44:18.941Z;13.07;38.12;24.03;19.11;8.57;42.95;19.91
2025-11-05T03:44:18.941Z;22.26;33.59;47.13;3.9;33.95;3.86;44.0
2025-11-05T06:44:18.941Z;23.77;38.73;41.79;32.9;36.39;13.91;17.34
2025-11-05T09:44:18.941Z;17.99;46.18;47.81;29.44;25.76;22.9;42.58
2025-11-05T12:44:18.941Z;23.91;1.12;17.89;13.9;9.88;36.03;32.94
