timestamp;CH4;CO;CO2
2025-12-21T09:56:30.531000Z;16.31;1.87;443.01
2025-12-21T10:06:30.531000Z;12.64;0.38;549.63
2025-12-21T10:16:30.531000Z;19.87;1.16;540.48
2025-12-21T10:26:30.531000Z;20.68;2.15;504.03
2025-12-21T10:36:30.531000Z;23.0;2.38;435.95
2025-12-21T10:46:30.531000Z;19.54;1.52;486.69
2025-12-21T10:56:30.531000Z;13.5;0.21;412.04
2025-12-21T11:06:30.531000Z;14.87;2.48;442.06
2025-12-21T11:16:30.531000Z;22.45;0.9;416.3
2025-12-21T11:26:30.531000Z;19.9;1.47;459.76
2025-12-21T11:36:30.531000Z;11.86;0.47;496.89
2025-12-21T11:46:30.531000Z;19.93;2.39;521.5
2025-12-21T11:56:30.531000Z;14.47;1.97;502.29
2025-12-21T12:06:30.531000Z;17.14;0.14;449.82
2025-12-21T12:16:30.531000Z;11.37;0.14;448.66
2025-12-21T12:26:30.531000Z;20.26;0.88;468.91
2025-12-21T12:36:30.531000Z;19.62;0.94;418.56
2025-12-21T12:46:30.531000Z;17.12;2.0;483.71
2025-12-21T12:56:30.531000Z;20.17;1.48;492.02
2025-12-21T13:06:30.531000Z;23.88;2.27;508.99
2025-12-21T13:16:30.531000Z;15.7;1.68;497.06
2025-12-21T13:26:30.531000Z;19.57;1.96;467.39
2025-12-21T13:36:30.531000Z;19.54;1.52;418.15
2025-12-21T13:46:30.531000Z;20.92;1.3;528.34
2025-12-21T13:56:30.531000Z;21.51;2.19;516.56
2025-12-21T14:06:30.531000Z;18.17;2.04;515.46
2025-12-21T14:16:30.531000Z;13.76;2.03;444.17
2025-12-21T14:26:30.531000Z;13.84;1.85;513.95
2025-12-21T14:36:30.531000Z;15.53;0.16;488.93
2025-12-21T14:46:30.531000Z;14.13;0.57;430.2
2025-12-21T14:56:30.531000Z;21.22;1.16;411.87
2025-12-21T15:06:30.531000Z;10.75;1.42;443.98
2025-12-21T15:16:30.531000Z;18.93;2.07;545.22
2025-12-21T15:26:30.531000Z;16.86;1.32;412.46
2025-12-21T15:36:30.531000Z;11.7;2.08;543.74
